image_id,title_len,bullets_len,bullets_lines,vip_digits,unit_digits,nonvip_digits,has_badge,Sales Period Position_dx,Sales Period Position_dy,Sales Period Position_dlogw,Sales Period Position_dlogh,Brand Position_dx,Brand Position_dy,Brand Position_dlogw,Brand Position_dlogh,Product Position_dx,Product Position_dy,Product Position_dlogw,Product Position_dlogh,FAB Position_dx,FAB Position_dy,FAB Position_dlogw,FAB Position_dlogh,Product Image Position_dx,Product Image Position_dy,Product Image Position_dlogw,Product Image Position_dlogh,VIP Price Position_dx,VIP Price Position_dy,VIP Price Position_dlogw,VIP Price Position_dlogh,Non VIP Price Position_dx,Non VIP Price Position_dy,Non VIP Price Position_dlogw,Non VIP Price Position_dlogh,Original Price Position_dx,Original Price Position_dy,Original Price Position_dlogw,Original Price Position_dlogh,Icon Position_dx,Icon Position_dy,Icon Position_dlogw,Icon Position_dlogh
11,0,0,0,0,0,0,0,0.023089928600160903,-0.0069143453338696755,-0.08004029174483529,-0.20907875804204568,-0.011295127715205156,-0.0014399386564763362,-0.12367490372222749,0.0030149570855788335,-0.009732627715205156,-0.012126030772324992,-0.4207831164429515,0.5669153383384914,-0.013708643403057118,0.003922591512469787,-0.6078206458024187,-0.09583087755105436,-0.14308754022526138,0.10280634050683828,0.16145023023032756,-0.16268674240732822,-0.012857627715205155,0.021524914521319438,-0.10532461974330527,0.2837571160982501,-0.008858356798069178,0.042107677996781945,-0.5906640335213786,-0.2583498070488284,-0.008858356798069178,0.02449718423169749,-0.5988771127204464,-0.29917180156908896,0.034983407079645625,-0.01155541577990169,-0.07602825025487277,-0.01233936116395716
12,0,0,0,0,0,0,0,0.02630794951729687,-0.00771885056315369,-0.19719538389549857,0.05918522855263271,-0.0080771067980692,-0.018334548471440025,-0.35686879088993895,-0.010408063246562287,-0.0065146067980692,-0.018562072606597015,-0.4520900210679956,0.0626686856705434,0.11983922465808523,-0.008144986926790044,-0.7961005121800039,-0.4059858058548948,-0.11332084674175383,-0.02108746480289625,-0.4600672941903631,0.16597860188140282,-0.013662132944489157,0.017502388374899435,-0.0357313279441103,0.2691583166770972,-0.007249346339501206,0.04532569891391791,-0.5701294310796708,-0.3071399712182576,-0.011271872485921175,0.028519710378117402,-0.6109254512366209,-0.2451045802988112,0.0,0.0,0.0,0.0
13,0,0,0,0,0,0,0,0.03113498089300082,-0.010132366251005642,-0.17484808520350226,0.05918522855263376,-0.007272601568785208,-0.022357074617860028,0.3496565156161825,0.09224609081352121,-0.0024920806516492535,-0.024998114440868947,0.055195775992870996,0.09492954788876447,0.022494091914722448,0.002313581053901892,-0.5753502607716346,-0.42897532407959293,-0.17768126508447316,0.14785863334674182,0.48439431465048843,-0.6654801944760548,-0.005617080651649254,0.024742935438455314,-0.10983930009783223,0.3193480612009531,-0.00322682019308127,0.0485437198310537,-0.47334214613233244,-0.08399641990404853,-0.001617809734513287,0.034955752212389335,-0.518373893871376,-0.44870353554004777,0.0,0.0,0.0,0.0
14,0,0,0,0,0,0,0,0.021206146012961603,-0.0069143453338696755,-0.08111152912633418,-0.09987946607705495,-0.016219492164687578,-0.0014399386564763362,-0.4026979289129313,0.06755347822314993,-0.013853370844189894,-0.0048854837087691115,-0.12734620891123752,-0.11637708096732284,0.08664692379035657,0.03610280068382936,-0.7696651037716695,-0.3761328427052123,-0.15643336894316953,0.10682886665325828,0.10699910406832434,-0.15465457071006414,-0.019389279913985147,0.028765461584875317,-0.12000150918058304,0.3263167305170465,-0.012178878916794877,0.051761740748189844,-0.5875944782368461,-0.3071399712182619,-0.014589810540741243,0.030128720836685653,-0.6059543741621569,-0.29917180156908896,0.03409276638684115,-0.009141819187449718,-0.1236195032712661,-0.04477570675076981
15,0,0,0,0,0,0,0,0.025503444288012923,-0.007718850563153667,-0.11065492756444231,-0.1713384300591991,-0.012099632944489158,0.00016907180209173588,-0.6256509122112357,-0.010408063246563409,-0.008928122485921175,-0.00971251508447315,-0.20589270688546218,-0.07791326495064461,0.14477888676588896,-0.0017089450925181105,-0.5408099355194583,-0.14712417193860514,-0.04574240748189871,-0.022696475261464233,-0.34690320439027367,0.16597860188140282,-0.014466638173773139,0.013479862228479434,0.13035266771816104,0.2981458535503491,-0.007249346339501206,0.07187437148028959,-1.2391790600605557,-0.5302835225324695,0.10538138576025746,0.01242960579243757,-0.5929069457339426,-0.2717728273809687,0.03739692276749764,-0.012359890669960705,-0.1120218529027763,0.00871363291626293
16,0,0,0,0,0,0,0,0.030330475663716827,-0.0069143453338696755,-0.2316815599666678,-0.13497078588832467,-0.008881612027353191,-0.017530043242156124,-1.026720408846362,0.10436745134586661,-0.004101091110217237,-0.023389103982300874,0.3529335034329429,0.6246236559591376,-0.006468096339501206,-0.00653597646822206,-0.3401392400573074,-0.38351295000283536,-0.1784857703137571,0.13176852876106188,0.023666527867274127,-0.2779527870545579,-0.012053122485921174,0.050487102775543045,-0.07865637266114428,0.34693601771978155,-0.007249346339501206,0.07670140285599344,-0.5540000491497871,-0.04477570675077283,0.20272651850362022,0.018865647626709503,-0.4645974970905718,0.08760117352692545,-0.042249094931617034,0.16060878419147223,-0.10160509204452436,0.05948530357363977
17,0,0,0,0,0,0,0,0.03596201226870473,-0.00771885056315369,-0.24344640154625385,-0.09987946607705482,-0.004054580651649253,-0.008680485720032216,-0.30439773915248514,-0.010408063246562287,-0.0024920806516492535,-0.015344051689461046,-0.23675069524536754,0.6967269498604824,0.0755914370474658,0.01679467518101365,-0.3972976538972562,-0.40598580585489397,-0.09964437073555085,0.023160302581573155,-0.245251572762614,-0.002791789423174493,-0.013662132944489157,0.024742935438455314,-0.43909779939535304,0.3263167305170465,-0.0088583567980692,0.05095723551890572,-0.5701294310796704,-0.18935693556187452,-0.006444841110217236,0.034151246983105385,-0.6542758921102346,-0.4487035355400533,-0.021331958970233343,0.1614132894207562,-0.12785331811946082,0.008712978200215925
18,0,0,0,0,0,0,0,0.01584938153660498,-0.006109840104585684,-0.06507741906812306,-0.09987946607705335,-0.016926664320193085,-0.014312022325020202,-0.3401739123177685,0.0030149570855799407,-0.008928122485921175,-0.018562072606597015,0.016145261120997737,0.6431427037263756,0.23810149336283182,-0.00653597646822206,-0.5285398429276443,-0.3984386002195114,-0.14469665793087289,0.31760923672566505,-0.22319117731090096,-0.8679922472685057,-0.016880153861625103,0.027156451126307334,0.551121193966212,0.312330488542305,-0.012076377715205167,0.05417525643604169,-0.17009911895746324,-0.21182979141393404,-0.010467367256637184,0.0381737731295253,-0.1485264213761048,-0.38618317855871687,-0.04948964199517292,0.15739076327433624,0.029332265402951134,0.17175260544472098
19,0,0,0,0,0,0,0,0.024698939058728886,-0.00771885056315369,-0.07502774992129149,-0.13497078588832467,-0.009686117256637228,-0.014311870628895162,-0.7827428067953647,-0.09496822419440151,-0.008928122485921175,-0.02660712489943684,-0.14950192953058725,0.6879932698917275,0.029734638978278348,0.01920819086886567,-0.2908681910505245,-0.42897532407959293,-0.10849381536604996,0.011092744368463414,-0.2870050628092053,0.09998764766351642,-0.012053122485921174,0.029569966814159264,-0.18499202247717644,0.32631673051704524,-0.009662862027353192,0.05417525643604169,-0.51094055968934,-0.10419912722156871,-0.005640335880933223,0.03897827835880925,-0.5810724880869397,-0.38618317855871687,-0.04064008447304914,0.15980427896218824,-0.02196102898459883,0.16286365802747452
20,0,0,0,0,0,0,0,0.03676651749798872,-0.006109840104585684,-0.3897384947609912,-0.17133843005919924,-0.004859063302608347,-0.009484980836241164,-0.5132666350512106,0.1281775084840109,-0.0008830701930812701,-0.010517020313757097,-0.48076582104466203,0.5767676347815033,0.46417076487165404,-0.16824380299617908,-0.38930454174101203,-0.35431433792448525,-0.26778578867388647,0.09234772196077143,0.6152337942596712,-0.15665644742331014,-0.0096396067980692,-0.17396985619469021,-0.4081355737913864,0.34011005264938143,-0.007249346339501206,-0.1461465456556718,-0.6201398516543322,-0.16737802884310257,-0.004835830651649253,-0.1621480289621883,-0.501935167528216,-0.3273426785357814,0.0,0.0,0.0,0.0
21,0,0,0,0,0,0,0,0.045616075020112626,-0.0069143453338696755,-0.4035318168933267,-0.17133843005919924,-0.01129512771520511,-0.005462495142121204,-0.08189336970727262,-0.06597737566356533,-0.010537132944489158,-0.015344051689461046,-0.08137975901287947,0.6431427037263765,0.5357722834468892,-0.04917563345779925,-0.6045233727041442,-0.4367596250876377,-0.17204975670239123,0.05131800583266246,-0.31053542100880516,0.0376173169370578,-0.012857627715205166,-0.15948876206757845,-0.1373639734879223,0.3123304885423068,-0.010467367256637184,-0.1381014933628319,-0.4770390080136588,-0.23481930963863334,-0.010467367256637184,-0.1524939662107804,-0.5073847722957808,-0.38618317855871687,-0.05190315768302485,0.15095472144006433,0.01098312673475482,0.256549142104797
22,0,0,0,0,0,0,0,0.03245716025804457,-0.005305334875301692,-0.23275279734816662,-0.2090787580420465,-0.017023136039336362,-0.01028949617860011,-0.9277081876708784,-0.024013715302341358,-0.014656992164687577,-0.014539546460177011,-0.4531612584494944,0.5669153383384914,0.02476634544240035,0.020012696098149707,-0.4966245813128364,-0.3909479284903536,-0.15482608119387206,0.08671623592115844,0.43560760422932304,-0.07769352957393584,-0.017781992164687576,0.02796095635559128,-0.08853823972479767,0.3052633213192134,-0.013786166666092425,0.050957235518905894,-0.5671438677655554,-0.21182979141393377,-0.01298252279144364,0.03334674175382144,-0.6490379602984688,-0.4487035355400533,0.03248547863754343,-0.00994632441673371,-0.10787114630312608,-0.0017583216670791235
23,0,0,0,0,0,0,0,0.03757102272727271,-0.006109840104585684,-0.25535130405257206,-0.24829947119532678,-0.01934018000804506,-0.006266970032180241,-0.6168789261383988,-0.10978053705976579,-0.01777768000804506,-0.01936657783588096,-0.268591301101026,0.5767676347815034,0.1496059181415929,0.03288477976669339,-0.6211098779211016,-0.4525058214897855,-0.04976493362831862,-0.038786579847143975,-0.6638149151569938,0.1803880731015545,-0.022511690466613044,0.027156451126307248,-0.15141572694357244,0.29097736407173647,-0.016098903861625102,0.049348225060338,-0.6116291619864235,-0.33245777920254804,-0.016903409090909084,0.03173773129525337,-0.6231207243304391,-0.3563302154090348,0.0357879123089301,-0.009141819187449718,-0.09129572238566372,-0.055825542937354644
24,0,0,0,0,0,0,0,0.03245716025804457,-0.005305334875301692,-0.2806661530440643,-0.17133843005920002,-0.011397628916794878,-0.01431211334269511,-0.025806193248822957,0.04223712068614201,-0.008227841167497318,-0.017757567377312978,0.09987056039957586,0.49508960376723615,0.09789793803543953,-0.009753997385358027,-0.3850884836108601,-0.4604739911389635,-0.05517424073742303,0.011092744368463414,0.25253388493281387,0.08907561421253393,-0.010549197292848523,-0.07099318684633955,0.6023941005055944,0.8160889450852051,-0.008964303418199749,0.02360405772325027,-0.02209285812416202,-0.14587182362213805,-0.008964303418199749,0.010016090104585729,0.139990991964759,0.22818312414811678,0.03248547863754343,-0.009141829300524717,-0.12892455550095863,-0.012340297268346113
25,0,0,0,0,0,0,0,0.03596201226870473,-0.007718850563153667,-0.2795949156625652,-0.13497078588832453,-0.012099638589070493,-0.01350748675651121,-0.17848314021722242,0.0030164655507091574,-0.008928122485921175,-0.023389103982300874,-0.0017123562790086683,-0.09696145992134128,0.01927607099758648,0.013576654263877774,-0.19906064179740193,-0.3761328427052131,-0.06263701729686248,-0.05085415828640385,-0.17700416759487642,0.2265178448290557,-0.009639606798069179,-0.022722873089299968,0.20242501575928468,0.5097950254388245,-0.007249346339501206,0.028431089098954133,-0.33245777920255126,-0.16737802884310243,-0.010467367256637161,0.014038616251005642,-0.0964700594200515,-0.05404934353609931,0.03981043845534913,-0.01155541577990169,-0.14393949379656348,0.008713109143459795
26,0,0,0,0,0,0,0,0.031653516383395794,-0.006109840104585684,-0.25642254143407195,-0.13497078588832453,-0.013004916666092426,-0.01028949617860011,-0.023393646843438656,-0.08036665185347273,-0.007424197292848522,-0.020171083065164908,0.09375433338213975,0.5265058000006144,0.0987015819100883,-0.01377652353177794,-0.3930355453033923,-0.3984386002195107,-0.054370596862774165,0.007070218222043368,0.2343101459763625,0.09220550722146147,-0.008941909543550963,-0.0758202182220435,0.6068188864859502,0.8160889450852051,-0.006553371794253415,0.021190542035398253,-0.04105077186877613,0.02933226540294855,-0.009767947292848522,0.015647626709573537,0.16259082388199997,0.08760117352692545,0.03328912251219229,-0.00994632441673371,-0.13425790147632147,-0.023035720114363972
27,0,0,0,0,0,0,0,0.034353001810136743,-0.007718850563153667,-0.21428981725479795,-0.2090787580420465,-0.010490622485921175,-0.019139053700724107,-0.19266777520917935,0.05497469601628941,-0.010537132944489158,-0.018562072606597015,-0.017603723615643118,-0.24154268873244875,0.020080576226870473,0.012772149034593738,-0.2012560323608376,-0.36880680261313986,-0.06183251206757845,-0.049245147827835865,-0.1909904095696165,0.21690898572241887,-0.012857627715205155,-0.02352737831858409,0.2220977813579896,0.5212894048645599,-0.010467367256637161,0.021190542035398253,-0.3040198438820177,-0.04477570675077283,-0.010467367256637161,0.013234111021721517,-0.10009982747063019,-0.03254313831513492,0.03417890185036203,-0.013164345333869676,-0.09129572238566275,0.03948463686697009
28,0,0,0,0,0,0,0,0.029525970434432836,-0.0069143453338696755,-0.24344640154625416,0.029332265402951568,-0.004859085880933223,-0.00546246480289625,0.07844928036790667,0.09224609081352121,-0.0032965858809332225,-0.005689988938053147,0.018355206771800688,-0.09696145992134128,0.049847269710378096,-0.004122460780370129,-0.6690642710431375,-0.43675746452164793,-0.17285513684176657,0.10280748328431182,0.514407552838042,-0.15665551533882127,-0.012857627715205166,-0.02352737831858409,0.14798980920426794,0.5438892367818008,-0.007249346339501206,0.028431089098954133,-0.3421196901142883,-0.14587182362214177,-0.0152943986323411,0.018061142397425557,-0.05738870937758077,0.009129558085430674,0.026133849557522026,-0.017991376709573625,-0.05602758354820552,0.14484515252479624
29,0,0,0,0,0,0,0,0.03676651749798872,-0.0069143453338696755,-0.2553513040525722,-0.13497078588832467,-0.0080771067980692,-0.014312022325020202,-0.4086938587545251,0.06755347822315097,-0.004101091110217237,-0.01212603077232508,0.10903900801369444,-0.04087199327029751,0.0755914370474658,-0.020212565366049963,-0.232508575864942,-0.36153404328406,-0.033674829042638875,0.05051350060337887,0.01796850675263632,0.01761665023038905,-0.008835101568785208,-0.051685061343523755,0.5878225608166401,0.772603833145465,-0.007249346339501206,0.038085151850361855,-0.032828133329651926,-0.16737802884310257,-0.005640335880933223,0.021279163314561523,0.10617497034581734,0.14266095070995172,0.03659241753821405,-0.013164446464619695,-0.11202199983922055,0.019077061168139006
